ids,date,Date_Only,Year,Month,Month_Name,Day,Hour,DayName,DayOfWeek,Week,Time_Period,user,text,Sentiment,Sentiment_Label,VADER_Score,VADER_Category,Text_Length,Word_Count,Has_URL,Has_Mention,Has_Hashtag,Brand
2050674958,2009-06-05 19:05:41,2009-06-05,2009,6,June,5,19,Friday,4,23,Evening,Im_2nd,"Mom isn't drinking, and I drank the last of the &quot;apple juice&quot; ",0,Negative,0.0,Neutral,72,12,0,0,0,Apple
1996805374,2009-06-01 15:43:24,2009-06-01,2009,6,June,1,15,Monday,0,23,Afternoon,mathismylife,I'll have half a dozen apples then please @BeRichCoach - Do they have Golden Delicious? ,1,Positive,0.7184,Positive,88,15,0,1,0,Apple
1999818701,2009-06-01 20:52:51,2009-06-01,2009,6,June,1,20,Monday,0,23,Evening,ASRisJON,@iTalkApple Alright thanks for the brushing tips ,1,Positive,0.5994,Positive,49,7,0,1,0,Apple
1960497327,2009-05-29 08:03:23,2009-05-29,2009,5,May,29,8,Friday,4,22,Morning,bimbler,@CrAppleton for sure....I still got 2 hrs till I will be home at the fridge  but then BEER BEER BEER lol,0,Negative,0.5719,Positive,104,21,0,1,0,Apple
2260566457,2009-06-20 19:25:31,2009-06-20,2009,6,June,20,19,Saturday,5,25,Evening,loyalina,"At the mall. Got a haircut, no luck gettin an iPhone. Last attempt at Apple was unsucessful. Boo. ",0,Negative,-0.357,Negative,98,18,0,0,0,Apple
1976863570,2009-05-30 19:20:49,2009-05-30,2009,5,May,30,19,Saturday,5,22,Evening,JessicaBedford,I just ate a HUGE apple it tasted soooo goood ,1,Positive,0.4648,Positive,46,10,0,0,0,Apple
2063578475,2009-06-07 03:13:54,2009-06-07,2009,6,June,7,3,Sunday,6,23,Night,MelFresh27,Well my Apple pie satisfied my craving!!! ,1,Positive,0.6981,Positive,42,7,0,0,0,Apple
1975502485,2009-05-30 15:17:39,2009-05-30,2009,5,May,30,15,Saturday,5,22,Afternoon,metlgrl,Fresh pineapple is so good ,1,Positive,0.722,Positive,27,5,0,0,0,Apple
2014326275,2009-06-03 01:09:40,2009-06-03,2009,6,June,3,1,Wednesday,2,23,Night,meetsamer,"@BeirutNightLife I use Apple Mail personally, but at work the option is limited to MS ",0,Negative,-0.3291,Negative,86,15,0,1,0,Apple
1974563014,2009-05-30 13:23:18,2009-05-30,2009,5,May,30,13,Saturday,5,22,Afternoon,CookWithSaronn,@mormonfoodie  golden delicious apple and maple syrup are the 2 main Canadian ingredients  ,1,Positive,0.5719,Positive,91,13,0,1,0,Apple
2054842122,2009-06-06 08:11:29,2009-06-06,2009,6,June,6,8,Saturday,5,23,Morning,stanleywalker,@1capplegate You still have &quot;Married With Children&quot; money girl!!  BUY BUY BUY  ,1,Positive,0.0,Neutral,89,12,0,1,0,Apple
2057727853,2009-06-06 13:32:58,2009-06-06,2009,6,June,6,13,Saturday,5,23,Afternoon,cherellenicole,http://twitpic.com/6rrp3 - Yum just ate pineapple chicken @ Grace's Fortune ,1,Positive,0.0,Neutral,76,10,1,1,0,Apple
2044048983,2009-06-05 08:47:42,2009-06-05,2009,6,June,5,8,Friday,4,23,Morning,the_apostate,@Applecored can i just invite you to zigazag across the floor then shuffle and diagonal  how're you milady,1,Positive,0.1531,Positive,106,18,0,1,0,Apple
2237418518,2009-06-19 05:46:01,2009-06-19,2009,6,June,19,5,Friday,4,25,Night,hakk79,I wish apple let you sync your contacts to iTunes. Since I jailbreak every time I have to upgrade/restore I always lose them ,0,Negative,0.0,Neutral,125,23,0,0,0,Apple
2239370133,2009-06-19 08:27:38,2009-06-19,2009,6,June,19,8,Friday,4,25,Morning,TazzyWazIsMajor,This little boy is spitting apple that he's chewed up on the floor   I don't get paid enough.,0,Negative,0.0,Neutral,93,18,0,0,0,Apple
2183846102,2009-06-15 15:03:54,2009-06-15,2009,6,June,15,15,Monday,0,25,Afternoon,Tattiepot,@gregsamson 3 mega pix camera &amp; video capture tho! and is gonna be 16 &amp; 32 gb. And its apple so will sell easy &amp; make me lots of money ,1,Positive,0.5355,Positive,147,30,0,1,0,Apple
2249439348,2009-06-19 22:20:00,2009-06-19,2009,6,June,19,22,Friday,4,25,Evening,tomwitmer,"@KRAPPS Unfortunately, I've seen people with the same mindset over Apple products. ",0,Negative,-0.34,Negative,83,12,0,1,0,Apple
2266587230,2009-06-21 08:45:49,2009-06-21,2009,6,June,21,8,Sunday,6,25,Morning,SmileyRose,"Having roast gammon for dinner this evening. Only one problem, I forgot the pineapple. ",0,Negative,-0.4019,Negative,87,14,0,0,0,Apple
2191075797,2009-06-16 04:27:48,2009-06-16,2009,6,June,16,4,Tuesday,1,25,Night,alpesh,"Apple were going to release Version 3 on 17th (AU), now it shows 18th! Duh! #iPhone #Fail ",1,Positive,-0.6229,Negative,90,17,0,0,1,Apple
2256104063,2009-06-20 12:15:58,2009-06-20,2009,6,June,20,12,Saturday,5,25,Afternoon,hstrykid,@shawncoons I believe ATT won't support the feature until 'late summer' if I remember the announcement at Apples WWDC last week. ,0,Negative,-0.3089,Negative,129,21,0,1,0,Apple
2194820239,2009-06-16 10:18:17,2009-06-16,2009,6,June,16,10,Tuesday,1,25,Morning,SamTheButcher,"@divascancook - prune juice. We mix with some apple juice &amp; call it &quot;magic juice&quot;. It's tough to go through, tho. ",0,Negative,-0.128,Negative,128,21,0,1,0,Apple
2233362506,2009-06-18 21:14:26,2009-06-18,2009,6,June,18,21,Thursday,3,25,Evening,TheKomodoDragon,OMG I just found out that Keith Andes (Akuta in Star Trek: The Apple) died in 2005.   http://is.gd/15UjN,0,Negative,-0.5574,Negative,104,18,1,0,0,Apple
2014591128,2009-06-03 02:02:19,2009-06-03,2009,6,June,3,2,Wednesday,2,23,Night,DJNike,"@JasonBradbury I think their a bit bulky, cant wait for apple to get their act together and release a A5 'iPod' style notebook ",1,Positive,0.0,Neutral,127,23,0,1,0,Apple
2188818737,2009-06-15 22:37:38,2009-06-15,2009,6,June,15,22,Monday,0,25,Evening,ideologue,"@sumaya I dunno, the Apple logo on the gas cap kinda makes up for it ",1,Positive,0.0,Neutral,69,15,0,1,0,Apple
1970323119,2009-05-30 03:23:21,2009-05-30,2009,5,May,30,3,Saturday,5,22,Night,erikveland,@drjon http://apple.com/safari You won't ever go back ,1,Positive,0.0,Neutral,54,7,1,1,0,Apple
2205438010,2009-06-17 04:44:23,2009-06-17,2009,6,June,17,4,Wednesday,2,25,Night,miguelcabeca,"@pfandrad3 Great  Just sent an email do Apple. It will go to the gret bit bucket, I suppose. Terrible support for a paying costumer.",0,Negative,0.5719,Positive,132,24,0,1,0,Apple
2067472879,2009-06-07 12:24:22,2009-06-07,2009,6,June,7,12,Sunday,6,23,Afternoon,appgiveaway,"We have more developers taking part in the Apple iphone app promo code giveaway. We now have more than 50 developers registered, Thanks ",1,Positive,0.4404,Positive,136,23,0,0,0,Apple
2236574592,2009-06-19 04:02:39,2009-06-19,2009,6,June,19,4,Friday,4,25,Night,yesssPecan,"I'm still hungry after a slice of pineapple, papaya, corn chips and salsa ",0,Negative,0.0,Neutral,74,13,0,0,0,Apple
2175177693,2009-06-15 00:17:08,2009-06-15,2009,6,June,15,0,Monday,0,25,Night,Olllive,@Japple i used to dance to those lyrics at work...until i listened to them...i've been crying myself to sleep in guilt all week! ,0,Negative,-0.6696,Negative,129,23,0,1,0,Apple
2053442926,2009-06-06 04:34:19,2009-06-06,2009,6,June,6,4,Saturday,5,23,Night,teigan_jan,i think ima have some apple pie and icecream ,1,Positive,0.0,Neutral,45,9,0,0,0,Apple
2044190522,2009-06-05 09:00:07,2009-06-05,2009,6,June,5,9,Friday,4,23,Morning,johndmitchell,#javaone The dominance of Apple laptops continues to grow this year. Sun and Apple's bickering over Java on OSX really screwed us all. ,0,Negative,-0.4005,Negative,135,23,0,0,1,Apple
2060332104,2009-06-06 18:42:21,2009-06-06,2009,6,June,6,18,Saturday,5,23,Evening,jhaubein,@asblumberg why do you like apples? Hoping to meet Mon night? Talk soon ,1,Positive,0.6868,Positive,72,13,0,1,0,Apple
2187204405,2009-06-15 19:56:37,2009-06-15,2009,6,June,15,19,Monday,0,25,Evening,tallespin,"@hintswen  I am, fortunately, not in the running.  Plus Apple would be mighty disappointed if I migrated with the Lost Tribe.",1,Positive,-0.6597,Negative,125,21,0,1,0,Apple
1692217101,2009-05-03 19:31:25,2009-05-03,2009,5,May,3,19,Sunday,6,18,Evening,empresstrena,"Ok my belly is so full now,that apple pie was great in addition to the milkshake...I'm a very happy girl rite now ",1,Positive,0.8832,Positive,114,22,0,0,0,Apple
2325450780,2009-06-25 05:28:29,2009-06-25,2009,6,June,25,5,Thursday,3,26,Night,tompratt0,The apple threads on WP move too slow ,0,Negative,0.4084,Positive,38,8,0,0,0,Apple
2185177410,2009-06-15 17:00:06,2009-06-15,2009,6,June,15,17,Monday,0,25,Afternoon,thehannabeth,@cccapple just means i sold them ,0,Negative,0.0,Neutral,33,6,0,1,0,Apple
2056936238,2009-06-06 12:04:11,2009-06-06,2009,6,June,6,12,Saturday,5,23,Afternoon,socali44,going to another movie and dinner...undecided between applebees and cicis ,1,Positive,0.0,Neutral,74,10,0,0,0,Apple
2189297181,2009-06-15 23:42:27,2009-06-15,2009,6,June,15,23,Monday,0,25,Evening,iMan3G,@applegurl on iPhone go to Settings&gt;General&gt;About ,1,Positive,0.0,Neutral,56,6,0,1,0,Apple
2053920833,2009-06-06 06:05:06,2009-06-06,2009,6,June,6,6,Saturday,5,23,Morning,MaggiakaGiGi,Leaving florida tomorrow and it's back to the big apple  I miss you too mfocker,0,Negative,-0.1531,Negative,79,15,0,0,0,Apple
1981851637,2009-05-31 10:01:22,2009-05-31,2009,5,May,31,10,Sunday,6,22,Morning,yourbadhabit,http://twitpic.com/6cbh0 - enjoying his apples ,1,Positive,0.5267,Positive,47,5,1,0,0,Apple
2204072771,2009-06-17 01:15:07,2009-06-17,2009,6,June,17,1,Wednesday,2,25,Night,abcha,@kellyappleby What happened to Ms Alba? Don't tell me she was a fake too. ,0,Negative,-0.4767,Negative,74,14,0,1,0,Apple
1824105198,2009-05-17 00:03:46,2009-05-17,2009,5,May,17,0,Sunday,6,20,Night,aussiesmith,@core_APPLER I kno  I'm sad. It will come back next friday when I'm in vegas.,0,Negative,-0.4767,Negative,77,15,0,1,0,Apple
2299160656,2009-06-23 12:34:39,2009-06-23,2009,6,June,23,12,Tuesday,1,26,Afternoon,sundaymorninq,No more Minute Maid cranapple juice. ,0,Negative,-0.296,Negative,37,6,0,0,0,Apple
2213089734,2009-06-17 14:55:21,2009-06-17,2009,6,June,17,14,Wednesday,2,25,Afternoon,SquashBlossom,@LuckyLobos looks like i have a major failure on my hands.    on the phone with Apple now.  thanks for the optimism!,0,Negative,0.6807,Positive,116,21,0,1,0,Apple
2235940933,2009-06-19 02:27:35,2009-06-19,2009,6,June,19,2,Friday,4,25,Night,HellcatBetty,"@Akelaa Awww, didn't mean to make you sad  I made apple cinnamon muffins today and I have lots left.",0,Negative,-0.4767,Negative,100,19,0,1,0,Apple
2244699485,2009-06-19 15:05:45,2009-06-19,2009,6,June,19,15,Friday,4,25,Afternoon,amendoza88,Apparently there is something wrong with the headphone Jack on my iPhone. Heading to the apple store for a diognosis ,0,Negative,-0.4767,Negative,117,20,0,0,0,Apple
1982248818,2009-05-31 10:49:48,2009-05-31,2009,5,May,31,10,Sunday,6,22,Morning,DozyAngie,"@JessieBaylin When you're in Berlin next month try a BALSAC latte, they do orange spice ones and apple pie latte! ",1,Positive,0.0,Neutral,114,20,0,1,0,Apple
1971339142,2009-05-30 06:52:00,2009-05-30,2009,5,May,30,6,Saturday,5,22,Morning,michelleforbes,I've got a little crush on the guy who sells fruit in the street.  He's so cute! But his pineapples are on the bitter side ,0,Negative,-0.4044,Negative,123,25,0,0,0,Apple
2180202483,2009-06-15 10:08:54,2009-06-15,2009,6,June,15,10,Monday,0,25,Morning,robynftw,@vickytcobra It sound's very interesting. May do it in a few weeks when I can afford some really classy apples ,1,Positive,0.734,Positive,111,20,0,1,0,Apple
2251294379,2009-06-20 03:02:39,2009-06-20,2009,6,June,20,3,Saturday,5,25,Night,mugunthkumar,"Core Data seems like a great piece of architecture... but with just the apple docs, it's too difficult... ",0,Negative,0.0129,Neutral,106,18,0,0,0,Apple
2057567889,2009-06-06 13:14:44,2009-06-06,2009,6,June,6,13,Saturday,5,23,Afternoon,charlotterich,"@superdeluxxx He has a point, what are you meant to do with the hat? Awful lot of pineapple goes to waste by virtue of being inedible ",0,Negative,-0.4588,Negative,134,26,0,1,0,Apple
1955909489,2009-05-28 20:50:18,2009-05-28,2009,5,May,28,20,Thursday,3,22,Evening,MooFGaL,"I love the tune on the Apple App Commercial, Do you have it as a ring tone?  #jtv http://justin.tv/ijustine",1,Positive,0.6369,Positive,107,19,1,0,1,Apple
1823153016,2009-05-16 21:14:36,2009-05-16,2009,5,May,16,21,Saturday,5,20,Evening,aliciapec,@dennismartinez Well I found the safeway on Davis and Jackson.  It's like a 5 minute walk from here.  Great low calorie snapples ,1,Positive,0.765,Positive,129,22,0,1,0,Apple
2206623098,2009-06-17 06:49:17,2009-06-17,2009,6,June,17,6,Wednesday,2,25,Morning,marklee76,has just eaten a very unpleasant apple doughnut ,0,Negative,-0.5256,Negative,48,8,0,0,0,Apple
2014583090,2009-06-03 02:00:52,2009-06-03,2009,6,June,3,2,Wednesday,2,23,Night,eschnou,@jeremylv hehe.. you know very well that I'm not an Apple boy  It is a Dell E6400. I still need to remove Vista and try Ubuntu 9.,1,Positive,0.3384,Positive,129,27,0,1,0,Apple
2069189136,2009-06-07 15:25:28,2009-06-07,2009,6,June,7,15,Sunday,6,23,Afternoon,imanwilliams,@DJ1derful Tell Applejac I said hey LOL He doesn't want to get on twitter  He sucks LOL,0,Negative,0.6535,Positive,87,17,0,1,0,Apple
1971446811,2009-05-30 07:07:58,2009-05-30,2009,5,May,30,7,Saturday,5,22,Morning,butt0n,warm in bed with vegemite toast and apple cinnamon tea. i did NOT have a good night/not keen to study tomorrow either. i need cheering up ,0,Negative,0.6479,Positive,138,26,0,0,0,Apple
1985768526,2009-05-31 17:44:11,2009-05-31,2009,5,May,31,17,Sunday,6,22,Afternoon,THEBeckster_,"we went to chillis! Bacon burger with fries and three Mr.pibbs, some cinnimon apples and two BBQ ribs Thats the good life ",1,Positive,0.4926,Positive,122,22,0,0,0,Apple
2064351401,2009-06-07 06:01:24,2009-06-07,2009,6,June,7,6,Sunday,6,23,Morning,mlc_09,feels like maccas apple pie. just deliiciiouslyy puuuurrrrfect today! mmmmmmm ,1,Positive,0.4199,Positive,78,10,0,0,0,Apple
2214601218,2009-06-17 16:58:31,2009-06-17,2009,6,June,17,16,Wednesday,2,25,Afternoon,TheDesignerIsMe,I daresay Apple enjoy making it extremely difficult to go from OS3.0 down to OS2.2.1 ,0,Negative,0.1045,Positive,85,15,0,0,0,Apple
1687834196,2009-05-03 09:42:14,2009-05-03,2009,5,May,3,9,Sunday,6,18,Morning,BlackJackBaby,"@Strange_charm No, I love pineapple... just not in a prawn cocktail, lol!  x",1,Positive,0.807,Positive,76,13,0,1,0,Apple
2013878574,2009-06-02 23:49:50,2009-06-02,2009,6,June,2,23,Tuesday,1,23,Evening,BeauGiles,"Yo, anyone got the Apple In-Ear Headphones (with remote), and can comment on if the volume/clicker works with the aluminum MacBooks? ",1,Positive,0.0,Neutral,133,21,0,0,0,Apple
1994848928,2009-06-01 12:33:15,2009-06-01,2009,6,June,1,12,Monday,0,23,Afternoon,dougpasnak,@mollycrabapple Surly girls are far more intriguing anyway! ,1,Positive,0.0,Neutral,60,8,0,1,0,Apple
2216490747,2009-06-17 19:33:13,2009-06-17,2009,6,June,17,19,Wednesday,2,25,Evening,MeMo07,@superapplegeek lol. I can't. ,0,Negative,0.4215,Positive,30,4,0,1,0,Apple
1932513476,2009-05-26 21:37:18,2009-05-26,2009,5,May,26,21,Tuesday,1,22,Evening,urbanvirgo,"went food shopping , watched tv, now im talking to friends on msn and drinking apple juice ",1,Positive,0.4767,Positive,91,17,0,0,0,Apple
2184041472,2009-06-15 15:20:12,2009-06-15,2009,6,June,15,15,Monday,0,25,Afternoon,MissAlz,"Boring night at work, great drive home though with a mix CD and an apple for company ",1,Positive,0.4215,Positive,85,17,0,0,0,Apple
1675749192,2009-05-01 20:14:29,2009-05-01,2009,5,May,1,20,Friday,4,18,Evening,iCodyOnline,@jaystewart o_O how could you do that? I feel sick too. Some undiserving person got an apple product. ,0,Negative,-0.5859,Negative,102,18,0,1,0,Apple
2015701661,2009-06-03 05:19:13,2009-06-03,2009,6,June,3,5,Wednesday,2,23,Night,mariamarter,@CaityPineapple omg I knw n he didn't think 2 wash it? uh duh! neways I think trevor is gonna go cos he chose 2 use it ,0,Negative,0.0,Neutral,119,26,0,1,0,Apple
2189877196,2009-06-16 01:08:45,2009-06-16,2009,6,June,16,1,Tuesday,1,25,Night,lgrammatas,Mobile Computing is taking over  Watch out the rumours for Apple Media Pad! Will it work? If LogmeIn works on an iPhone.. evolution ,1,Positive,0.0,Neutral,132,23,0,0,0,Apple
2050699537,2009-06-05 19:08:17,2009-06-05,2009,6,June,5,19,Friday,4,23,Evening,kevinmcurrie,@rgoodchild Always glad to help.  I worked for Apple as a Mac Genius (real title I swear) so I am here for your IT questions anytime ,1,Positive,0.6705,Positive,133,26,0,1,0,Apple
1977808784,2009-05-30 21:45:28,2009-05-30,2009,5,May,30,21,Saturday,5,22,Evening,mrdavismd,@LadyLucius LOL- I do not have AT&amp;T so NO I-Phone for me!    Believe me I am a total Mac/Apple Whore! I was in the Apple Store today!,0,Negative,-0.772,Negative,137,27,0,1,0,Apple
2209114395,2009-06-17 10:01:32,2009-06-17,2009,6,June,17,10,Wednesday,2,25,Morning,Joe_Duffy,"erm, 6:01,  why!!! Apple, why!!!!",0,Negative,0.0,Neutral,33,5,0,0,0,Apple
2069520181,2009-06-07 16:01:44,2009-06-07,2009,6,June,7,16,Sunday,6,23,Afternoon,liquidx,"@pineapplebun no, i had to relock it to use the newer firmware ",0,Negative,0.0,Neutral,63,12,0,1,0,Apple
2186106518,2009-06-15 18:21:54,2009-06-15,2009,6,June,15,18,Monday,0,25,Evening,plofficial,Applebees has horrible strawberry lemonades. They taste like windshield wiper fluid. ,0,Negative,-0.25,Negative,85,11,0,0,0,Apple
1981864575,2009-05-31 10:02:54,2009-05-31,2009,5,May,31,10,Sunday,6,22,Morning,SongoftheOss,@Applecored and.....where is my sympathy ,0,Negative,0.3612,Positive,41,5,0,1,0,Apple
1827477138,2009-05-17 10:47:35,2009-05-17,2009,5,May,17,10,Sunday,6,20,Morning,mr_mustash,At the Apple store in Pioneer Place getting the ear speaker on my iPhone replaced! ,1,Positive,0.0,Neutral,83,15,0,0,0,Apple
2254630183,2009-06-20 10:02:38,2009-06-20,2009,6,June,20,10,Saturday,5,25,Morning,nicolemonicat,@applenutbutter WHY NOT? ,0,Negative,0.0,Neutral,25,3,0,1,0,Apple
2214702047,2009-06-17 17:06:47,2009-06-17,2009,6,June,17,17,Wednesday,2,25,Afternoon,starmk,"@Falgi is the prob fixed? apparently I can't get 3.0 for free for my ipod Touch- have to pay to get cut &amp; paste. Boooo, Apple! ",0,Negative,0.2714,Positive,131,26,0,1,0,Apple
2180812124,2009-06-15 10:58:47,2009-06-15,2009,6,June,15,10,Monday,0,25,Morning,AngieGriffin,@djdeliver I'm hungry and ur not helping!!! Bout to snack on some apple sauce and ur talking about shrimp pasta!! ,0,Negative,-0.4689,Negative,114,20,0,1,0,Apple
1985644397,2009-05-31 17:30:09,2009-05-31,2009,5,May,31,17,Sunday,6,22,Afternoon,soleiriee,@KiwiSNAPPLE ; yeah with quotes that i like &amp; sharing them with the twitter FAM ,1,Positive,0.7579,Positive,84,15,0,1,0,Apple
2328028980,2009-06-25 09:04:57,2009-06-25,2009,6,June,25,9,Thursday,3,26,Morning,crazyluckystar,"@1capplegate i really love samantha who, im sad they arent picking it up again! ",0,Negative,0.3989,Positive,80,14,0,1,0,Apple
1989695215,2009-06-01 02:28:42,2009-06-01,2009,6,June,1,2,Monday,0,23,Night,guyswithiphones,@falaseriolipe Sweet! I love it when the Apple logo is captured prominently! ,1,Positive,0.8309,Positive,77,12,0,1,0,Apple
1553802830,2009-04-18 15:15:12,2009-04-18,2009,4,April,18,15,Saturday,5,16,Afternoon,skootfairy,why didn't i have more candy apples in my childhood? ,0,Negative,0.0,Neutral,53,10,0,0,0,Apple
2051119699,2009-06-05 19:53:57,2009-06-05,2009,6,June,5,19,Friday,4,23,Evening,xhobo,the stick broke off my toffee apple ,0,Negative,-0.4215,Negative,36,7,0,0,0,Apple
2204016896,2009-06-17 01:06:29,2009-06-17,2009,6,June,17,1,Wednesday,2,25,Night,bryanfake,didn't do his apple diet  and has been living off Del Taco and Carls Jr. and Top Ramen hahahah,0,Negative,0.2023,Positive,94,19,0,0,0,Apple
2063635714,2009-06-07 03:28:12,2009-06-07,2009,6,June,7,3,Sunday,6,23,Night,Danni_denton,@steveappleton sounds really good ,1,Positive,0.4927,Positive,34,4,0,1,0,Apple
2224921177,2009-06-18 10:05:39,2009-06-18,2009,6,June,18,10,Thursday,3,25,Morning,vicomaniac,#iphone is working with #vista now. and yes...#apple sux. it seems to be that my #powerbook is outdated. not enough #usb power ,0,Negative,-0.3612,Negative,127,22,0,0,1,Apple
2210804714,2009-06-17 12:02:38,2009-06-17,2009,6,June,17,12,Wednesday,2,25,Afternoon,sandysommer,Having password prblems on #iphone w #iTunes  believe me #apple I know my password,0,Negative,0.0,Neutral,82,14,0,0,1,Apple
2201993881,2009-06-16 21:04:46,2009-06-16,2009,6,June,16,21,Tuesday,1,25,Evening,HackMods,No release of iPhone OS 3.0 as of 1202 EST (My time zone)!!! I guess ill go to bed and get some sleep for my exam tomorrow. Fuck Apple. ,0,Negative,-0.8547,Negative,136,29,0,0,0,Apple
2071011365,2009-06-07 18:40:58,2009-06-07,2009,6,June,7,18,Sunday,6,23,Evening,annie925,@ipatxx cool! Luckyyyy me!  k well im gonna go to bedd. Thanks for your infinite apple knowledge! ,1,Positive,0.8007,Positive,98,17,0,1,0,Apple
1468350938,2009-04-07 01:08:16,2009-04-07,2009,4,April,7,1,Tuesday,1,15,Night,mrpaulb,AppleTV has died  dreading diagnosis,0,Negative,-0.7906,Negative,36,5,0,0,0,Apple
1971053597,2009-05-30 06:04:38,2009-05-30,2009,5,May,30,6,Saturday,5,22,Morning,joshuabaer,"@lewmoorman I almost always send them. I'm not sure if anyone at Apple looks at them, but it makes me feel better ",1,Positive,0.5218,Positive,114,22,0,1,0,Apple
2206166672,2009-06-17 06:06:48,2009-06-17,2009,6,June,17,6,Wednesday,2,25,Morning,llbeanireland,Apple slowed down the shipment. No early delivery ,0,Negative,-0.296,Negative,50,8,0,0,0,Apple
2202806234,2009-06-16 22:27:04,2009-06-16,2009,6,June,16,22,Tuesday,1,25,Evening,GeoffersOnline,So it would appear Apple are releasing iPhone 3.0 software 17 June 'American Time' as no update this morn ,0,Negative,-0.296,Negative,106,19,0,0,0,Apple
2014222257,2009-06-03 00:50:02,2009-06-03,2009,6,June,3,0,Wednesday,2,23,Night,mailey0823,"is watching &quot;pineapple express.&quot; all about weed, weed, weed. not as fun as i expected..... ",0,Negative,-0.4023,Negative,101,15,0,0,0,Apple
1969854265,2009-05-30 01:28:50,2009-05-30,2009,5,May,30,1,Saturday,5,22,Night,JeremyCShipp,@jennybeanses No problem!  Always happy to share my apple-based knowledge. ,1,Positive,0.8151,Positive,75,10,0,1,0,Apple
2176057774,2009-06-15 02:47:27,2009-06-15,2009,6,June,15,2,Monday,0,25,Night,alexmurphyhume,@bearskunk ooh go you with your ibook! welcome to the apple world ,1,Positive,0.5093,Positive,66,12,0,1,0,Apple
1685174637,2009-05-02 23:19:54,2009-05-02,2009,5,May,2,23,Saturday,5,18,Evening,DVAhometruths,Oh...PS this will be the new DVAHT site - http://dvaht.blackapplehost.com I will of course still have the Bravehost site. ,1,Positive,0.0,Neutral,122,19,1,0,0,Apple
2203556446,2009-06-17 00:00:23,2009-06-17,2009,6,June,17,0,Wednesday,2,25,Night,absatou,Good morning tweoples! When is june 17 in Apple world? I don't see the iPhone 3.0 update ,0,Negative,0.4926,Positive,89,17,0,0,0,Apple
1551556048,2009-04-18 09:22:03,2009-04-18,2009,4,April,18,9,Saturday,5,16,Morning,caliburnsusanto,"@bittenapple Yes, &amp; you aren't the first person to think so.   Adds credence to the fact that our virtual selves *are* extensions of us.",0,Negative,0.4019,Positive,140,24,0,1,0,Apple
1979334451,2009-05-31 02:36:02,2009-05-31,2009,5,May,31,2,Sunday,6,22,Night,daveknapik,Does anyone know whatever happened to the Oblique Strategies OS X dashboard widget? I can't find it anywhere on the Apple site. ,0,Negative,0.0,Neutral,128,22,0,0,0,Apple
1936037692,2009-05-27 07:20:29,2009-05-27,2009,5,May,27,7,Wednesday,2,22,Morning,misecia,DAMN YOU FUCKING APPLE AND MATSHITA!!! That's twice this year your fucking drives have crapped out on me ,0,Negative,-0.6496,Negative,105,18,0,0,0,Apple
1678784929,2009-05-02 07:42:54,2009-05-02,2009,5,May,2,7,Saturday,5,18,Morning,robertjanb,Just got back from the local Apple store to get this neat AKG headphone to stop bothering my gf ,1,Positive,-0.0772,Negative,96,19,0,0,0,Apple
2054853971,2009-06-06 08:12:54,2009-06-06,2009,6,June,6,8,Saturday,5,23,Morning,TrishaSalonga,"@DavidGuison Okay, you owe me some KFC brownies now! HOHO!  just eating apples.",0,Negative,0.3578,Positive,79,13,0,1,0,Apple
2257843682,2009-06-20 14:59:08,2009-06-20,2009,6,June,20,14,Saturday,5,25,Afternoon,vividaether,@rottenapple1286 dude how was the show? sadness that I couldn't go.. shaun is still sick ,0,Negative,-0.7351,Negative,89,15,0,1,0,Apple
1553893199,2009-04-18 15:30:03,2009-04-18,2009,4,April,18,15,Saturday,5,16,Afternoon,aussieboby,@hawpunch yes if there is the dams app in the apple store I prefer to buy there knowing money will go to the dev directly ,1,Positive,0.4019,Positive,122,25,0,1,0,Apple
2066501009,2009-06-07 10:38:21,2009-06-07,2009,6,June,7,10,Sunday,6,23,Morning,ktml,"@liquidx oh sorry, i forgot to return your Oyster card, I will give it to @pineapplebun ",1,Positive,-0.0772,Negative,88,16,0,1,0,Apple
2054163509,2009-06-06 06:42:59,2009-06-06,2009,6,June,6,6,Saturday,5,23,Morning,Mikaela911,@1capplegate haha! you must be enjoying your stay there without them ,1,Positive,0.7712,Positive,69,11,0,1,0,Apple
1982720373,2009-05-31 11:46:09,2009-05-31,2009,5,May,31,11,Sunday,6,22,Morning,SongoftheOss,"@Applecored @thisstarchild - and cuffs, oh best sunday for ages ",1,Positive,0.6369,Positive,64,10,0,1,0,Apple
2063404100,2009-06-07 02:31:19,2009-06-07,2009,6,June,7,2,Sunday,6,23,Night,robhall,Off to the apple hospital in Solihull with Chris's iPhone. He is bereft! ,0,Negative,0.0,Neutral,73,13,0,0,0,Apple
2066227338,2009-06-07 10:07:26,2009-06-07,2009,6,June,7,10,Sunday,6,23,Morning,xtinesamonte,@b0niTaAppLebuM lol jess! i get introuble doing that shit  how was cabana last night?,0,Negative,-0.2714,Negative,85,14,0,1,0,Apple
2003909146,2009-06-02 07:21:11,2009-06-02,2009,6,June,2,7,Tuesday,1,23,Morning,WEBmikey,"My new iMac is getting a new DVD drive, but it will have to live at the Apple Store for a couple days ",0,Negative,0.0,Neutral,102,23,0,0,0,Apple
2204080376,2009-06-17 01:16:18,2009-06-17,2009,6,June,17,1,Wednesday,2,25,Night,msproductions,@dannyrodri I feel so violated I waited sooo long &amp; 1. now I am gonna be drowsy in class &amp; 2. I don't have OS3.0  #AppleSucks,0,Negative,-0.656,Negative,133,26,0,1,1,Apple
